,t,x,v,a,u,x_up,x_down
0,0.0,498.640625,0.0,0.0,-3.6367032527923584,8485.977571980337,-8744.804129464286
1,0.0010001220852154805,974.640625,485999.96875,0.0,-3.6367032527923584,8465.752852879214,-8733.875558035714
2,0.002000244170430961,1460.640625,485999.96875,9999999.0,-3.6367032527923584,8445.52813377809,-8722.946986607143
3,0.0030003662556464415,1999.640625,539000.0,52999996.0,-3.6367032527923584,8425.303414676966,-8712.018415178572
4,0.004000488340861922,2491.640625,491999.96875,-46999996.0,-3.6367032527923584,8405.078695575843,-8701.08984375
5,0.0050006104260774025,3019.640625,528000.0,35999996.0,-3.6367032527923584,8384.853976474718,-8690.16127232143
6,0.006000732511292883,3517.640625,497999.96875,-29999996.0,-3.6367032527923584,8364.629257373595,-8679.232700892857
7,0.0070008545965083635,3938.640625,420999.96875,-76999992.0,-3.6367032527923584,8344.404538272473,-8668.304129464286
8,0.008000976681723844,4342.640625,403999.96875,-16999998.0,-3.6367032527923584,8324.179819171348,-8657.375558035714
9,0.009001098766939324,4694.640625,351999.96875,-51999996.0,-3.6367032527923584,8303.955100070225,-8646.446986607143
10,0.010001220852154805,4991.640625,297000.0,-54999992.0,-3.6367032527923584,8283.7303809691,-8635.51841517857
11,0.011001342937370286,5247.640625,255999.984375,-40999996.0,-3.6367032527923584,8263.505661867977,-8624.58984375
12,0.012001465022585766,5528.640625,281000.0,24999998.0,-3.6367032527923584,8243.280942766854,-8613.66127232143
13,0.013001587107801246,5807.640625,279000.0,-1999999.75,-3.6367032527923584,8223.05622366573,-8602.732700892857
14,0.014001709193016727,6105.640625,298000.0,18999998.0,-3.6367032527923584,8202.831504564607,-8591.804129464286
15,0.015001831278232208,6370.640625,265000.0,-32999996.0,-3.6367032527923584,8182.606785463483,-8580.875558035714
16,0.016001953363447688,6636.640625,266000.0,999999.875,-3.6367032527923584,8162.382066362359,-8569.946986607143
17,0.017002075448663168,6854.640625,217999.984375,-47999996.0,-3.6367032527923584,8142.157347261236,-8559.018415178572
18,0.018002197533878647,6992.640625,138000.0,-79999992.0,-3.6367032527923584,8121.9326281601125,-8548.08984375
19,0.01900231961909413,7119.640625,126999.9921875,-10999999.0,-3.6367032527923584,8101.707909058989,-8537.16127232143
20,0.02000244170430961,7252.640625,133000.0,5999999.5,-3.6367032527923584,8081.483189957865,-8526.232700892857
21,0.02100256378952509,7379.640625,126999.9921875,-5999999.5,-3.6367032527923584,8061.258470856742,-8515.304129464286
22,0.022002685874740573,7498.640625,118999.9921875,-7999999.0,-3.6367032527923584,8041.033751755618,-8504.375558035714
23,0.023002807959956052,7683.640625,184999.984375,65999992.0,-3.6367032527923584,8020.809032654494,-8493.446986607143
24,0.024002930045171532,7791.640625,107999.9921875,-76999992.0,-3.6367032527923584,8000.5843135533705,-8482.518415178572
25,0.02500305213038701,7894.640625,102999.9921875,-4999999.5,-3.6367032527923584,7980.359594452248,-8471.58984375
26,0.02600317421560249,7945.640625,50999.99609375,-51999996.0,-3.6367032527923584,7960.134875351124,-8460.66127232143
27,0.027003296300817974,7989.640625,43999.99609375,-6999999.0,-3.6367032527923584,7939.91015625,-8449.732700892857
28,0.028003418386033454,7985.640625,-3999.999755859375,-47999996.0,-3.6367032527923584,7919.685437148876,-8438.804129464286
29,0.029003540471248934,7954.640625,-30999.998046875,-26999996.0,-3.6367032527923584,7899.460718047753,-8427.875558035714
30,0.030003662556464417,7909.640625,-44999.99609375,-13999998.0,-3.6367032527923584,7879.2359989466295,-8416.946986607143
31,0.031003784641679896,7883.640625,-25999.998046875,18999998.0,-3.6367032527923584,7859.011279845506,-8406.01841517857
32,0.032003906726895376,7826.640625,-56999.99609375,-30999996.0,-3.6367032527923584,7838.786560744382,-8395.08984375
33,0.033004028812110855,7763.640625,-62999.99609375,-5999999.5,-3.6367032527923584,7818.561841643258,-8384.16127232143
34,0.034004150897326335,7636.640625,-126999.9921875,-63999992.0,-3.6367032527923584,7798.337122542135,-8373.232700892857
35,0.035004272982541815,7471.640625,-164999.984375,-37999996.0,-3.6367032527923584,7778.112403441011,-8362.304129464286
36,0.036004395067757294,7310.640625,-161000.0,3999999.5,-3.6367032527923584,7757.8876843398875,-8351.375558035714
37,0.03700451715297278,7065.640625,-244999.984375,-83999992.0,-3.6367032527923584,7737.662965238764,-8340.446986607143
38,0.03800463923818826,6831.640625,-233999.984375,10999999.0,-3.6367032527923584,7717.438246137641,-8329.51841517857
39,0.03900476132340374,6614.640625,-216999.984375,16999998.0,-3.6367032527923584,7697.213527036517,-8318.58984375
40,0.04000488340861922,6350.640625,-264000.0,-46999996.0,-3.6367032527923584,7676.988807935393,-8307.66127232143
41,0.0410050054938347,6084.640625,-266000.0,-1999999.75,-3.6367032527923584,7656.764088834269,-8296.732700892857
42,0.04200512757905018,5774.640625,-310000.0,-43999996.0,-3.6367032527923584,7636.5393697331465,-8285.804129464286
43,0.04300524966426566,5452.640625,-322000.0,-11999999.0,-3.6367032527923584,7616.314650632023,-8274.875558035714
44,0.044005371749481145,5116.640625,-335999.96875,-13999998.0,-3.6367032527923584,7596.089931530899,-8263.946986607143
45,0.045005493834696625,4671.640625,-444999.96875,-108999984.0,-3.6367032527923584,7575.865212429775,-8253.01841517857
46,0.046005615919912105,4207.640625,-463999.96875,-18999998.0,-3.6367032527923584,7555.640493328651,-8242.08984375
47,0.047005738005127584,3715.640625,-491999.96875,-27999996.0,-3.6367032527923584,7535.415774227528,-8231.16127232143
48,0.048005860090343064,3225.640625,-489999.96875,1999999.75,-3.6367032527923584,7515.1910551264045,-8220.232700892857
49,0.04900598217555854,2709.640625,-515999.96875,-25999998.0,-3.6367032527923584,7494.966336025281,-8209.304129464286
50,0.05000610426077402,2219.640625,-489999.96875,25999998.0,-3.6367032527923584,7474.741616924157,-8198.375558035714
51,0.0510062263459895,1670.640625,-549000.0,-58999992.0,-3.6367032527923584,7454.516897823034,-8187.446986607143
52,0.05200634843120498,1167.640625,-502999.96875,45999996.0,-3.6367032527923584,7434.29217872191,-8176.518415178572
53,0.05300647051642047,613.640625,-554000.0,-50999996.0,-3.6367032527923584,7414.067459620786,-8165.58984375
54,0.05400659260163595,34.640625,-579000.0,-24999998.0,-3.6367032527923584,7393.842740519663,-8154.661272321428
