,t,x,v,a,u,x_up,x_down
0,0.0,902.48828125,0.0,0.0,-3.6097872257232666,5983.7763562148875,-5086.939267113095
1,0.0010001220852154805,1372.48828125,523999.96875,0.0,-3.6097872257232666,5975.405569698034,-5089.308314732143
2,0.002000244170430961,1896.48828125,523999.96875,53999992.0,-3.6097872257232666,5967.03478318118,-5091.677362351191
3,0.0030003662556464415,2386.48828125,489999.96875,-33999996.0,-3.6097872257232666,5958.663996664326,-5094.0464099702385
4,0.004000488340861922,2912.48828125,526000.0,35999996.0,-3.6097872257232666,5950.293210147472,-5096.415457589285
5,0.0050006104260774025,3394.48828125,481999.96875,-43999996.0,-3.6097872257232666,5941.922423630618,-5098.784505208333
6,0.006000732511292883,3876.48828125,481999.96875,0.0,-3.6097872257232666,5933.551637113764,-5101.153552827381
7,0.0070008545965083635,4273.48828125,396999.96875,-84999992.0,-3.6097872257232666,5925.18085059691,-5103.522600446428
8,0.008000976681723844,4646.48828125,372999.96875,-23999998.0,-3.6097872257232666,5916.810064080056,-5105.891648065476
9,0.009001098766939324,4956.48828125,310000.0,-62999992.0,-3.6097872257232666,5908.439277563202,-5108.260695684524
10,0.010001220852154805,5235.48828125,279000.0,-30999996.0,-3.6097872257232666,5900.068491046348,-5110.629743303572
11,0.011001342937370286,5508.48828125,273000.0,-5999999.5,-3.6097872257232666,5891.697704529494,-5112.998790922619
12,0.012001465022585766,5776.48828125,268000.0,-4999999.5,-3.6097872257232666,5883.326918012641,-5115.367838541667
13,0.013001587107801246,6052.48828125,276000.0,7999999.0,-3.6097872257232666,5874.956131495786,-5117.736886160715
14,0.014001709193016727,6337.48828125,285000.0,8999999.0,-3.6097872257232666,5866.585344978933,-5120.1059337797615
15,0.015001831278232208,6583.48828125,245999.984375,-38999996.0,-3.6097872257232666,5858.2145584620785,-5122.474981398809
16,0.016001953363447688,6790.48828125,206999.984375,-38999996.0,-3.6097872257232666,5849.843771945225,-5124.844029017857
17,0.017002075448663168,6972.48828125,181999.984375,-24999998.0,-3.6097872257232666,5841.4729854283705,-5127.213076636905
18,0.018002197533878647,7100.48828125,127999.9921875,-53999992.0,-3.6097872257232666,5833.102198911517,-5129.582124255952
