,t,x,v,a,u,x_up,x_down
0,0.0,1095.771484375,0.0,0.0,-3.6004269123077393,5983.7763562148875,-5086.939267113095
1,0.0010001220852154805,1574.771484375,488999.96875,0.0,-3.6004269123077393,5975.405569698034,-5089.308314732143
2,0.002000244170430961,2063.771484375,488999.96875,9999999.0,-3.6004269123077393,5967.03478318118,-5091.677362351191
3,0.0030003662556464415,2565.771484375,501999.96875,12999999.0,-3.6004269123077393,5958.663996664326,-5094.0464099702385
4,0.004000488340861922,3078.771484375,512999.96875,10999999.0,-3.6004269123077393,5950.293210147472,-5096.415457589285
5,0.0050006104260774025,3570.771484375,491999.96875,-20999998.0,-3.6004269123077393,5941.922423630618,-5098.784505208333
6,0.006000732511292883,3995.771484375,424999.96875,-66999992.0,-3.6004269123077393,5933.551637113764,-5101.153552827381
7,0.0070008545965083635,4408.771484375,412999.96875,-11999999.0,-3.6004269123077393,5925.18085059691,-5103.522600446428
8,0.008000976681723844,4753.771484375,344999.96875,-67999992.0,-3.6004269123077393,5916.810064080056,-5105.891648065476
9,0.009001098766939324,5063.771484375,310000.0,-34999996.0,-3.6004269123077393,5908.439277563202,-5108.260695684524
10,0.010001220852154805,5325.771484375,261999.984375,-47999996.0,-3.6004269123077393,5900.068491046348,-5110.629743303572
11,0.011001342937370286,5581.771484375,255999.984375,-5999999.5,-3.6004269123077393,5891.697704529494,-5112.998790922619
12,0.012001465022585766,5854.771484375,273000.0,16999998.0,-3.6004269123077393,5883.326918012641,-5115.367838541667
13,0.013001587107801246,6105.771484375,250999.984375,-21999998.0,-3.6004269123077393,5874.956131495786,-5117.736886160715
14,0.014001709193016727,6390.771484375,285000.0,33999996.0,-3.6004269123077393,5866.585344978933,-5120.1059337797615
15,0.015001831278232208,6620.771484375,229999.984375,-54999992.0,-3.6004269123077393,5858.2145584620785,-5122.474981398809
16,0.016001953363447688,6855.771484375,234999.984375,4999999.5,-3.6004269123077393,5849.843771945225,-5124.844029017857
17,0.017002075448663168,7028.771484375,172999.984375,-61999992.0,-3.6004269123077393,5841.4729854283705,-5127.213076636905
