,x,v,a,u,t
77,-2508.9102,133000.0,20999998.0,-6.110722,0.077009400561592
78,-2335.9102,172999.98,39999996.0,-6.110722,0.07800952264680748
79,-2115.9102,219999.98,46999996.0,-6.110722,0.07900964473202296
80,-1882.9102,232999.98,12999999.0,-6.110722,0.08000976681723844
81,-1643.9102,238999.98,5999999.5,-6.110722,0.08100988890245392
82,-1453.9102,189999.98,-48999996.0,-6.110722,0.0820100109876694
83,-1284.9102,168999.98,-20999998.0,-6.110722,0.08301013307288488
84,-1120.9102,164000.0,-4999999.5,-6.110722,0.08401025515810036
85,-958.91016,162000.0,-1999999.8,-6.110722,0.08501037724331584
86,-775.91016,182999.98,20999998.0,-6.110722,0.08601049932853132
87,-553.91016,221999.98,38999996.0,-6.110722,0.0870106214137468
88,-310.91016,242999.98,20999998.0,-6.110722,0.08801074349896229
89,-45.910156,265000.0,21999998.0,-6.110722,0.08901086558417777
90,169.08984,214999.98,-49999996.0,-6.110722,0.09001098766939325
91,370.08984,200999.98,-13999998.0,-6.110722,0.09101110975460873
92,504.08984,134000.0,-66999990.0,-6.110722,0.09201123183982421
93,642.08984,138000.0,3999999.5,-6.110722,0.09301135392503969
94,775.08984,133000.0,-4999999.5,-6.110722,0.09401147601025517
95,944.08984,168999.98,35999996.0,-6.110722,0.09501159809547065
96,1133.0898,188999.98,19999998.0,-6.110722,0.09601172018068613
97,1320.0898,186999.98,-1999999.8,-6.110722,0.09701184226590161
98,1512.0898,191999.98,4999999.5,-6.110722,0.09801196435111709
99,1649.0898,137000.0,-54999990.0,-6.110722,0.09901208643633257
100,1748.0898,98999.99,-37999996.0,-6.110722,0.10001220852154805
101,1815.0898,67000.0,-31999996.0,-6.110722,0.10101233060676353
102,1913.0898,97999.99,30999996.0,-6.110722,0.102012452691979
103,2012.0898,98999.99,999999.9,-6.110722,0.10301257477719448
104,2160.0898,148000.0,48999996.0,-6.110722,0.10401269686240996
105,2333.0898,172999.98,24999998.0,-6.110722,0.10501281894762546
106,2466.0898,133000.0,-39999996.0,-6.110722,0.10601294103284094
107,2590.0898,123999.99,-8999999.0,-6.110722,0.10701306311805642
108,2638.0898,47999.996,-75999990.0,-6.110722,0.1080131852032719
109,2629.0898,-9000.0,-56999990.0,-6.110722,0.10901330728848738
110,2602.0898,-26999.998,-17999998.0,-6.110722,0.11001342937370286
111,2574.0898,-27999.998,-999999.9,-6.110722,0.11101355145891834
112,2583.0898,9000.0,36999996.0,-6.110722,0.11201367354413382
113,2597.0898,13999.999,4999999.5,-6.110722,0.1130137956293493
114,2615.0898,18000.0,3999999.5,-6.110722,0.11401391771456477
115,2617.0898,1999.9999,-15999998.0,-6.110722,0.11501403979978025
116,2578.0898,-39000.0,-40999996.0,-6.110722,0.11601416188499573
117,2491.0898,-86999.99,-47999996.0,-6.110722,0.11701428397021121
118,2359.0898,-132000.0,-44999996.0,-6.110722,0.1180144060554267
119,2222.0898,-137000.0,-4999999.5,-6.110722,0.11901452814064217
120,2100.0898,-121999.99,14999998.0,-6.110722,0.12001465022585767
121,1989.0898,-110999.99,10999999.0,-6.110722,0.12101477231107315
122,1899.0898,-89999.99,20999998.0,-6.110722,0.12201489439628863
123,1830.0898,-69000.0,20999998.0,-6.110722,0.1230150164815041
